Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sub-Saharan Africa,SSF,..,..,28895200692,22642943524,26761969630,29406363843,27455650232,27243596245,27585501289,27985198063,21428739883,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sub-Saharan Africa (excluding high income),SSA,..,..,28832874714,22587852683,26700236898,29343011823,27399351441,27183027131,27521815259,27933594797,21329072547,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,28895200692,22642943524,26761969630,29406363843,27455650232,27243596245,27585501289,27985198063,21428739883,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,Upper middle income,UMC,..,64081743664,1.59E+11,1.59E+11,1.92E+11,2.31E+11,2.77E+11,3.26E+11,4.26E+11,4.20E+11,4.20E+11,..
"International tourism, expenditures (current US$)",ST.INT.XPND.CD,World,WLD,..,5.36E+11,1.03E+12,9.14E+11,9.97E+11,1.11E+12,1.17E+12,1.25E+12,1.41E+12,1.34E+12,1.36E+12,..
"International tourism, number of departures",ST.INT.DPRT,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Albania,ALB,..,..,3716000,3404000,3443000,4120000,3959000,3928000,4146000,4504000,4852000,..
"International tourism, number of departures",ST.INT.DPRT,Algeria,DZA,..,1006000,1539000,1677000,1757000,1715000,1911000,2136000,2839000,3638000,4530000,..
"International tourism, number of departures",ST.INT.DPRT,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Argentina,ARG,..,4953000,4614000,4981000,5307000,6686000,7266000,6746000,6517000,7807000,10297000,..
"International tourism, number of departures",ST.INT.DPRT,Armenia,ARM,..,111000,516000,526000,563000,715000,965000,1083000,1198000,1187000,1263000,..
"International tourism, number of departures",ST.INT.DPRT,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Australia,AUS,..,3498000,5808000,6276000,7103000,7788000,8212000,8768000,9133000,9459000,9928000,..
"International tourism, number of departures",ST.INT.DPRT,Austria,AUT,..,7528000,9677000,10121000,9882000,9874000,10960000,10671000,10994000,10628000,11534000,..
"International tourism, number of departures",ST.INT.DPRT,Azerbaijan,AZE,..,1326000,2162000,2363000,3176000,3550000,3874000,4285000,4244000,4096000,4282000,..
"International tourism, number of departures",ST.INT.DPRT,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Bahrain,BHR,..,..,..,..,..,..,..,..,..,4741000,..,..
"International tourism, number of departures",ST.INT.DPRT,Bangladesh,BGD,..,1128000,875000,2254000,1913000,2127000,2273000,1460000,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Belarus,BLR,..,1289000,380000,316000,415000,320000,493000,708000,741000,671000,467000,..
"International tourism, number of departures",ST.INT.DPRT,Belgium,BEL,..,7932000,8887000,8775000,8801000,9727000,9576000,10803000,10991000,10835000,13372000,..
"International tourism, number of departures",ST.INT.DPRT,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Bermuda,BMU,..,..,192000,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Bolivia,BOL,..,201000,589000,518000,604000,775000,788000,837000,932000,965000,1048000,..
"International tourism, number of departures",ST.INT.DPRT,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Brazil,BRA,..,3228000,5238000,4920000,6457000,7807000,8497000,8864000,9617000,9708000,8528000,..
"International tourism, number of departures",ST.INT.DPRT,British Virgin Islands,VGB,..,..,166000,140000,151000,145000,139000,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Bulgaria,BGR,..,2337000,5727000,4993000,3676000,3803000,3758000,3930000,4158000,4632000,5392000,..
"International tourism, number of departures",ST.INT.DPRT,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Burundi,BDI,..,28000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Cambodia,KHM,..,41000,786000,340000,505000,710000,792000,872000,956000,1194000,1434000,..
"International tourism, number of departures",ST.INT.DPRT,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Canada,CAN,..,19182000,27034000,26204000,28680000,30450000,32276000,32971000,33518000,32267000,31278000,..
"International tourism, number of departures",ST.INT.DPRT,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Central African Republic,CAF,..,..,..,..,38000,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Chad,TCD,..,27000,58000,66000,39000,76000,79000,86000,98000,94000,..,..
"International tourism, number of departures",ST.INT.DPRT,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Chile,CHL,..,1319000,1899500,1909300,2218700,2637600,2837100,2999000,3169000,3359000,3553000,..
"International tourism, number of departures",ST.INT.DPRT,China,CHN,..,10473000,45844000,47656000,57386000,70250000,83182000,98185000,116593000,127860000,135130000,..
"International tourism, number of departures",ST.INT.DPRT,Colombia,COL,..,1235000,2042000,2122000,2342000,2522000,3169000,3605000,3911000,3862000,3795000,..
"International tourism, number of departures",ST.INT.DPRT,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,"Congo, Rep.",COG,..,..,..,..,..,..,161000,180000,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Costa Rica,CRI,..,381000,528000,579000,662000,717000,773000,790000,798000,919000,1036000,..
"International tourism, number of departures",ST.INT.DPRT,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Croatia,HRV,..,..,2357000,2497000,1873000,2880000,2680000,2927000,2763000,2578000,1615000,..
"International tourism, number of departures",ST.INT.DPRT,Cuba,CUB,..,139000,202000,206000,251000,253000,213000,286000,355000,580000,724000,..
"International tourism, number of departures",ST.INT.DPRT,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Cyprus,CYP,..,588000,1210000,1172000,1246000,1209000,1194000,1115000,1209000,1119000,1268000,..
"International tourism, number of departures",ST.INT.DPRT,Czech Republic,CZE,..,..,9665000,8904000,8673000,5279000,5419000,5781000,5651000,5856000,6027000,..
"International tourism, number of departures",ST.INT.DPRT,Denmark,DNK,..,5011000,6347000,7037000,7726000,7846000,7843000,6977000,8528000,8991000,9651000,..
"International tourism, number of departures",ST.INT.DPRT,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Dominican Republic,DOM,..,360000,413000,415000,401000,408000,418000,392000,427000,478000,500000,..
"International tourism, number of departures",ST.INT.DPRT,Ecuador,ECU,..,520000,815000,814000,899000,1022000,1022000,1138000,1278000,1398000,1551000,..
"International tourism, number of departures",ST.INT.DPRT,"Egypt, Arab Rep.",EGY,..,2964000,..,4716000,4618000,4863000,5678000,5782000,6180000,..,..,..
"International tourism, number of departures",ST.INT.DPRT,El Salvador,SLV,..,923000,..,1345000,1421000,1469000,1462000,1515000,1515000,1618000,1804000,..
"International tourism, number of departures",ST.INT.DPRT,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Estonia,EST,..,1800000,692000,752000,955000,1054000,1147000,1166000,1426000,1250000,1339000,..
"International tourism, number of departures",ST.INT.DPRT,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Fiji,FJI,..,83000,124000,125000,128000,132000,132000,..,..,..,156000,..
"International tourism, number of departures",ST.INT.DPRT,Finland,FIN,..,5914000,5854000,5832000,6633000,7274000,9055000,8562000,8731000,8904000,9130000,..
"International tourism, number of departures",ST.INT.DPRT,France,FRA,..,19886000,25506000,25140000,25041000,26155000,25317000,26062000,27919000,26648000,26483000,..
"International tourism, number of departures",ST.INT.DPRT,French Polynesia,PYF,..,..,..,88000,89000,84000,83000,80000,79000,78000,..,..
"International tourism, number of departures",ST.INT.DPRT,Gabon,GAB,..,168000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Georgia,GEO,..,315000,1872000,1980000,2086000,2237000,2734000,3220000,3106000,3136000,3400000,..
"International tourism, number of departures",ST.INT.DPRT,Germany,DEU,..,80507000,86201000,85547000,85872000,84692000,82729000,87459000,83008000,83737000,90966000,..
"International tourism, number of departures",ST.INT.DPRT,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Greece,GRC,..,..,3765000,3835000,3799000,4941000,4681000,4594000,5802000,6291000,7235000,..
"International tourism, number of departures",ST.INT.DPRT,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Guatemala,GTM,..,488000,1277000,651000,694000,718000,721000,846000,992000,1130000,1195000,..
"International tourism, number of departures",ST.INT.DPRT,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Honduras,HND,..,274000,387000,395000,408000,449000,464000,471000,557000,692000,..,..
"International tourism, number of departures",ST.INT.DPRT,"Hong Kong SAR, China",HKG,..,58901000,81911000,81958000,84442000,84816000,85276000,84414000,84519000,89082000,91758000,..
"International tourism, number of departures",ST.INT.DPRT,Hungary,HUN,..,11065000,17162000,16640000,16082000,16634000,16143000,16038000,16340000,17276000,18895000,..
"International tourism, number of departures",ST.INT.DPRT,Iceland,ISL,..,283000,414000,259000,299000,341000,358000,365000,400000,450000,536000,..
"International tourism, number of departures",ST.INT.DPRT,India,IND,..,4416000,10868000,11067000,12988000,13994000,14920000,16626000,18330000,20376000,21872000,..
"International tourism, number of departures",ST.INT.DPRT,Indonesia,IDN,..,2205000,5486000,5053000,6235000,6750000,7454000,8025000,8074000,8176000,8340000,..
"International tourism, number of departures",ST.INT.DPRT,"Iran, Islamic Rep.",IRN,..,2286000,..,..,..,..,..,..,7698000,6620000,9007000,..
"International tourism, number of departures",ST.INT.DPRT,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Ireland,IRL,..,3783000,7877000,7047000,6917000,6514000,6600000,6579000,6676000,7094000,7646000,..
"International tourism, number of departures",ST.INT.DPRT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Israel,ISR,..,3530000,4207000,4007000,4269000,4387000,4349000,4757000,5181000,5891000,6781000,..
"International tourism, number of departures",ST.INT.DPRT,Italy,ITA,..,21993000,28284000,29060000,29823000,29295000,28810000,27798000,28460000,29040000,30849000,..
"International tourism, number of departures",ST.INT.DPRT,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Japan,JPN,..,17819000,15987000,15446000,16637000,16994000,18491000,17473000,16903000,16214000,17116000,..
"International tourism, number of departures",ST.INT.DPRT,Jordan,JOR,..,1625000,1972000,2054000,2708000,1931000,1567000,1498000,1230000,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Kazakhstan,KAZ,..,1247000,4239000,5309000,5893000,7852000,8875000,9931000,10230000,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,"Korea, Rep.",KOR,..,5508000,11996000,9494000,12488000,12694000,13737000,14846000,16081000,19310000,22383000,..
"International tourism, number of departures",ST.INT.DPRT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Kuwait,KWT,..,1236000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Kyrgyz Republic,KGZ,..,47000,736000,580000,597000,931000,1326000,1401000,1442000,1720000,2129000,..
"International tourism, number of departures",ST.INT.DPRT,Lao PDR,LAO,..,..,..,..,1686000,1788000,2052000,2857000,3320000,3067000,3059000,..
"International tourism, number of departures",ST.INT.DPRT,Latvia,LVA,..,2596000,3782000,3268000,3332000,3257000,183000,1776000,1846000,1720000,1939000,..
"International tourism, number of departures",ST.INT.DPRT,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Lithuania,LTU,..,3632000,1757000,1288000,1411000,1526000,1708000,1764000,1789000,1860000,1953000,..
"International tourism, number of departures",ST.INT.DPRT,Luxembourg,LUX,..,950000,1190000,1362000,1237000,1643000,1580000,1624000,1516000,1452000,1393000,..
"International tourism, number of departures",ST.INT.DPRT,"Macao SAR, China",MAC,..,..,606000,671000,753000,908000,1291000,1446000,1537000,1466000,1251000,..
"International tourism, number of departures",ST.INT.DPRT,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Malaysia,MYS,..,30532000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Maldives,MDV,..,42000,123000,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Malta,MLT,..,200000,261000,264000,294000,309000,331000,363000,391000,428000,497000,..
"International tourism, number of departures",ST.INT.DPRT,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Mauritius,MUS,..,163000,226000,196000,212000,219000,237000,228000,223000,242000,260000,..
"International tourism, number of departures",ST.INT.DPRT,Mexico,MEX,..,11079000,14527000,14104000,14334000,14799000,15581000,15911000,18261000,19603000,20223000,..
"International tourism, number of departures",ST.INT.DPRT,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Moldova,MDA,..,32000,85000,93300,117200,136100,146800,157600,180600,189800,177000,..
"International tourism, number of departures",ST.INT.DPRT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Morocco,MAR,..,1508000,3421000,2293000,2175000,2378000,2323000,2195000,1850000,1910000,1864000,..
"International tourism, number of departures",ST.INT.DPRT,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Nepal,NPL,..,155000,561000,589000,765000,774000,862000,983000,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Netherlands,NLD,..,13896000,18399000,18340000,18368000,18560000,18628000,18094000,17928000,18070000,17938000,..
"International tourism, number of departures",ST.INT.DPRT,New Caledonia,NCL,..,69000,112000,119000,132000,124000,121000,121000,124000,127000,134000,..
"International tourism, number of departures",ST.INT.DPRT,New Zealand,NZL,..,1283000,1967000,1918000,2026000,2096000,2172000,2197000,2276000,2412000,2611000,..
"International tourism, number of departures",ST.INT.DPRT,Nicaragua,NIC,..,486000,942000,858000,908000,912000,979000,994000,959000,925000,981000,..
"International tourism, number of departures",ST.INT.DPRT,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Norway,NOR,..,2394000,..,6640000,7590000,8130000,9250000,9280000,9190000,8750000,8030000,..
"International tourism, number of departures",ST.INT.DPRT,Oman,OMN,..,..,2062000,1645000,1873000,2446000,2888000,3103000,3358000,3838000,4167000,..
"International tourism, number of departures",ST.INT.DPRT,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Panama,PAN,..,216000,369000,336000,392000,414000,447000,619000,853000,740000,770000,..
"International tourism, number of departures",ST.INT.DPRT,Papua New Guinea,PNG,..,52000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Paraguay,PRY,..,175000,278000,288000,302000,347000,400000,440000,426000,1008000,1503000,..
"International tourism, number of departures",ST.INT.DPRT,Peru,PER,..,730000,1913000,1891000,2058000,2132000,2296000,2364000,2442000,2595000,2751000,..
"International tourism, number of departures",ST.INT.DPRT,Philippines,PHL,..,1670000,3355000,3188000,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Poland,POL,..,56677000,50243000,39270000,42760000,43270000,48290000,52580000,35400000,44300000,44500000,..
"International tourism, number of departures",ST.INT.DPRT,Portugal,PRT,..,..,..,..,..,..,1530000,1490000,1628000,1893000,..,..
"International tourism, number of departures",ST.INT.DPRT,Puerto Rico,PRI,..,1259000,1438000,1116000,980000,924000,876000,839000,793000,746000,789000,..
"International tourism, number of departures",ST.INT.DPRT,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Romania,ROU,..,6388000,13072000,11723000,10905000,10936000,11149000,11364000,12299000,13118000,16128000,..
"International tourism, number of departures",ST.INT.DPRT,Russian Federation,RUS,..,18371000,36538000,34276000,39323000,43726000,47813000,54069000,45889000,34550000,31659000,..
"International tourism, number of departures",ST.INT.DPRT,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Samoa,WSM,..,61000,53000,43000,56000,57000,56000,51000,57000,54000,..,..
"International tourism, number of departures",ST.INT.DPRT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Saudi Arabia,SAU,..,..,4087000,6032000,17827000,15281320,18671000,19153960,19824490,20819000,21118000,..
"International tourism, number of departures",ST.INT.DPRT,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Seychelles,SYC,..,36000,54000,49000,59000,48000,45000,47000,50000,56000,68000,..
"International tourism, number of departures",ST.INT.DPRT,Sierra Leone,SLE,..,13000,73000,72000,76000,99000,104000,111000,93000,61000,92000,..
"International tourism, number of departures",ST.INT.DPRT,Singapore,SGP,..,4444000,6828000,6961000,7342000,7753000,8048000,8647000,8903000,9125000,9474000,..
"International tourism, number of departures",ST.INT.DPRT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Slovak Republic,SVK,..,..,3683000,3230000,2692000,3285000,2689000,2129000,2406000,2777000,3095000,..
"International tourism, number of departures",ST.INT.DPRT,Slovenia,SVN,..,1965000,2459000,2586000,2874000,2722000,2474000,2612000,2642000,2867000,2853000,..
"International tourism, number of departures",ST.INT.DPRT,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Spain,ESP,..,4100000,11229000,12017000,12379000,13347000,12422000,11246000,11783000,14407000,15405000,..
"International tourism, number of departures",ST.INT.DPRT,Sri Lanka,LKA,..,524000,966000,963000,1122000,1239000,1269000,1262000,1311000,1356000,1448000,..
"International tourism, number of departures",ST.INT.DPRT,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Swaziland,SWZ,..,..,1177000,1245000,1141000,1264000,1403000,1573000,1657000,1713000,1789000,..
"International tourism, number of departures",ST.INT.DPRT,Sweden,SWE,..,10147000,13291000,11699000,13042000,14651000,15548000,15917000,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Switzerland,CHE,..,12240000,11147000,10453000,10011000,10466000,12098000,12403000,12518000,13601000,13857000,..
"International tourism, number of departures",ST.INT.DPRT,Syrian Arab Republic,SYR,..,3863000,5253000,5215000,6259000,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Tajikistan,TJK,..,6400,..,..,..,..,15000,15000,19000,16000,..,..
"International tourism, number of departures",ST.INT.DPRT,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Thailand,THA,..,1909000,3908000,4653000,5451000,5397000,5721000,5970000,6444000,6794000,8204000,..
"International tourism, number of departures",ST.INT.DPRT,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Trinidad and Tobago,TTO,..,..,..,270000,273000,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Tunisia,TUN,..,1632000,3118000,2623000,2250000,2303000,2897000,2873000,2637000,..,1830000,..
"International tourism, number of departures",ST.INT.DPRT,Turkey,TUR,..,5284000,4893000,5561000,6557000,6282000,5803000,7526000,7982000,8751000,7892000,..
"International tourism, number of departures",ST.INT.DPRT,Turkmenistan,TKM,..,78000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Tuvalu,TUV,..,2900,..,..,..,2100,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,Uganda,UGA,..,153000,337000,311000,324000,367000,469000,471000,511000,523000,568000,..
"International tourism, number of departures",ST.INT.DPRT,Ukraine,UKR,..,13422000,15499000,15334000,17180000,19773000,21433000,23761000,22438000,23142000,24668000,..
"International tourism, number of departures",ST.INT.DPRT,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of departures",ST.INT.DPRT,United Kingdom,GBR,..,56837000,69011000,58614000,55562000,56836000,56538000,57792000,60082000,65720000,70815000,..
"International tourism, number of departures",ST.INT.DPRT,United States,USA,..,61327000,63653000,62051000,61061000,59209000,60697000,61874000,68176000,73453000,..,..
